,species,decimalLongitude,decimalLatitude,country
1801,Ayenia ovata,-97.391667,18.291667,Mexico
1802,Ayenia wrightii,-101.709328,17.814482,Mexico
1803,Ayenia jaliscana,-103.85333299999999,19.708333,Mexico
1804,Ayenia ovata,-97.38588955339416,18.297065688968924,Mexico
1805,Ayenia ovata,-97.97805600000001,18.737222,Mexico
1806,Ayenia ovata,-98.095556,18.557778,Mexico
1807,Ayenia pusilla,-89.266944,21.307222,Mexico
1808,Ayenia rotundifolia,-100.060278,21.481944,Mexico
1809,Ayenia micrantha,-105.05,19.5,Mexico
1810,Ayenia insulicola,-109.53333,28.46667,Mexico
1811,Ayenia pusilla,-89.65,21.24,Mexico
1812,Ayenia neglecta,-95.31666,16.35,Mexico
1813,Ayenia abutilifolia,-89.656944,21.241667,Mexico
1814,Ayenia peninsularis,-109.941667,23.475,Mexico
1815,Ayenia neglecta,-95.408333,16.508333,Mexico
1816,Ayenia wrightii,-105.05857533018631,19.50892730292023,Mexico
1817,Ayenia wrightii,-106.727778,24.516667,Mexico
1818,Ayenia neglecta,-95.337778,16.355832999999997,Mexico
1819,Ayenia palmeri,-100.08416700000001,16.993056,Mexico
1820,Ayenia neglecta,-95.321667,16.368610999999998,Mexico
1821,Ayenia wrightii,-105.05,19.5,Mexico
1822,Ayenia mastatalensis,-84.33333,9.7,Costa Rica
1823,Ayenia mastatalensis,-83.9519,10.0114,Costa Rica
1824,Ayenia mastatalensis,-84.33,9.7,Costa Rica
1825,Ayenia mastatalensis,-84.33333,9.7,Costa Rica
1826,Ayenia mastatalensis,-84.333333,9.7,Costa Rica
1827,Ayenia mastatalensis,-84.33,9.7,Costa Rica
1828,Ayenia abutilifolia,-87.11,20.59,Mexico
1829,Ayenia filiformis,-112.022,33.3408,United States of America
1830,Ayenia compacta,-116.26083,33.52361,United States of America
1831,Ayenia compacta,-115.12611000000001,29.71583,Mexico
1832,Ayenia praeclara,-60.66666,-7.58333,Brazil
1833,Ayenia praeclara,-60.66666,-7.55,Brazil
1834,Ayenia praeclara,-60.67,-7.55,Brazil
1835,Ayenia praeclara,-60.67,-7.58,Brazil
1836,Ayenia praeclara,-60.67,-7.58,Brazil
1837,Ayenia praeclara,-60.666667000000004,-7.55,Brazil
1838,Ayenia compacta,-115.51666999999999,31.316670000000002,Mexico
1839,Ayenia praeclara,-59.0,-6.83,Brazil
1840,Ayenia compacta,-107.5,24.316667000000002,Mexico
1841,Ayenia praeclara,-59.0,-6.8333330000000005,Brazil
1842,Ayenia magna,-96.725,19.191667000000002,Mexico
1843,Ayenia ovata,-97.757175,17.704514,Mexico
1844,Ayenia purpusii,-96.691389,19.169722,Mexico
1845,Ayenia ovata,-97.741667,17.725,Mexico
1846,Ayenia insulicola,-73.25,19.67,Haiti
1847,Ayenia ovata,-97.408333,18.291667,Mexico
1848,Ayenia berlandieri,-100.181667,20.303333,Mexico
1849,Ayenia pilosa,-99.872439,23.163889,Mexico
1850,Ayenia pilosa,-99.818333,24.736667,Mexico
1851,Ayenia pusilla,-99.575278,21.371667000000002,Mexico
1852,Ayenia purpusii,-96.568889,19.230556,Mexico
1853,Ayenia filiformis,-108.83283505808176,26.904354255643174,Mexico
1854,Ayenia jaliscana,-108.83283505808176,26.904354255643174,Mexico
1855,Ayenia micrantha,-105.045,19.453332999999997,Mexico
1856,Ayenia magna,-89.59,21.09,Mexico
1857,Ayenia abutilifolia,-89.65,20.17,Mexico
1858,Ayenia micrantha,-105.28333300000001,19.816667000000002,Mexico
1859,Ayenia micrantha,-105.03333300000001,19.466667,Mexico
1860,Ayenia mexicana,-98.98527800000001,18.257778,Mexico
1861,Ayenia peninsularis,-99.833333,16.85,Mexico
1862,Ayenia micrantha,-99.833333,16.85,Mexico
1863,Ayenia abutilifolia,-89.65333299999999,20.235833,Mexico
1864,Ayenia mexicana,-98.966667,18.281667000000002,Mexico
1865,Ayenia fasciculata,-87.78579725273183,19.72384184735888,Mexico
1866,Ayenia limitaris,-106.57197258853716,25.209226451796926,Mexico
1867,Ayenia berlandieri,-99.270556,21.173333,Mexico
1868,Ayenia magna,-89.599722,21.081389,Mexico
1869,Ayenia pusilla,-88.045278,19.578611,Mexico
1870,Ayenia abutilifolia,-89.651667,20.176667000000002,Mexico
1871,Ayenia filiformis,-108.3109,31.844,United States of America
1872,Ayenia fasciculata,-89.26,21.31,Mexico
1873,Ayenia fasciculata,-90.197222,20.819444,Mexico
1874,Ayenia abutilifolia,-89.908333,20.55,Mexico
1875,Ayenia pusilla,-96.475278,19.503889,Mexico
1876,Ayenia magna,-89.91233000000001,20.551111,Mexico
1877,Ayenia microphylla,-101.55560799999999,26.141039000000003,Mexico
1878,Ayenia pusilla,-96.479722,19.521667,Mexico
1879,Ayenia compacta,-114.20700000000001,33.2102,United States of America
1880,Ayenia compacta,-114.20700000000001,33.2102,United States of America
1881,Ayenia compacta,-114.2075,33.21028,United States of America
1882,Ayenia pusilla,-90.758333,19.341667,Mexico
1883,Ayenia wygodzinskyi,-43.60048982010515,-18.25317727799145,Brazil
1884,Ayenia fasciculata,-88.24,21.53,Mexico
1885,Ayenia fasciculata,-89.26,21.29,Mexico
1886,Ayenia fasciculata,-89.263889,21.293056,Mexico
1887,Ayenia pusilla,-96.591667,19.21,Mexico
1888,Ayenia fasciculata,-88.23997948410444,21.537007711198424,Mexico
1889,Ayenia pusilla,-89.26452170882239,21.29637220784908,Mexico
1890,Ayenia pusilla,-96.571389,19.233889,Mexico
1891,Ayenia pusilla,-89.741667,20.275,Mexico
1892,Ayenia insulicola,-67.19065,17.93931,Puerto Rico
1893,Ayenia pusilla,-96.75666700000001,19.459444,Mexico
1894,Ayenia dentata,-85.12,10.09,Costa Rica
1895,Ayenia filiformis,-104.24107294609806,23.844014479120933,Mexico
1896,Ayenia fruticosa,-97.5,18.2,Mexico
1897,Ayenia fruticosa,-97.525,18.208333,Mexico
1898,Ayenia purpusii,-96.5,19.31666,Mexico
1899,Ayenia purpusii,-96.429722,19.317778,Mexico
1900,Ayenia micrantha,-85.58333,12.466660000000001,Nicaragua
1901,Ayenia dentata,-85.73,10.9,Costa Rica
1902,Ayenia micrantha,-101.981501657148,18.08243782906252,Mexico
1903,Ayenia magna,-88.270833,20.713889,Mexico
1904,Ayenia fruticosa,-97.541667,18.241667,Mexico
1905,Ayenia magna,-88.258333,20.708333,Mexico
1906,Ayenia microphylla,-101.52,25.513333,Mexico
1907,Ayenia microphylla,-102.25,25.466667,Mexico
1908,Ayenia fruticosa,-97.57784386688769,18.22761844762844,Mexico
1909,Ayenia dentata,-86.75,12.133333,Nicaragua
1910,Ayenia pusilla,-104.30833299999999,23.94,Mexico
1911,Ayenia glabra,-107.325,24.775,Mexico
1912,Ayenia dentata,-95.178333,16.527222000000002,Mexico
1913,Ayenia dentata,-86.754722,12.146111,Nicaragua
1914,Ayenia pusilla,-108.43833000000001,31.769440000000003,United States of America
1915,Ayenia filiformis,-111.05193999999999,32.06917,United States of America
1916,Ayenia magna,-90.62,19.62,Mexico
1917,Ayenia glabra,-93.28,16.77,Mexico
1918,Ayenia micrantha,-85.35,12.183333,Nicaragua
1919,Ayenia dentata,-85.35,12.183333,Nicaragua
1920,Ayenia pusilla,-104.306111,23.940832999999998,Mexico
1921,Ayenia abutilifolia,-90.628056,19.628332999999998,Mexico
1922,Ayenia jaliscana,-100.32,17.041667,Mexico
1923,Ayenia jaliscana,-100.32,17.041667,Mexico
1924,Ayenia pusilla,-97.44166700000001,18.158333,Mexico
1925,Ayenia ovata,-97.44166700000001,18.125,Mexico
1926,Ayenia jaliscana,-104.53,23.343332999999998,Mexico
1927,Ayenia ovata,-97.396389,18.168332999999997,Mexico
1928,Ayenia filiformis,-107.5,24.316667000000002,Mexico
1929,Ayenia pilosa,-97.445464,18.151925,Mexico
1930,Ayenia jaliscana,-104.50750675735935,23.306614269445568,Mexico
1931,Ayenia ovata,-97.968056,18.731944,Mexico
1932,Ayenia jaliscana,-104.42222199999999,23.408610999999997,Mexico
1933,Ayenia ovata,-97.366667,18.11,Mexico
1934,Ayenia mexicana,-92.19,15.66,Mexico
1935,Ayenia dentata,-86.16666,11.53333,Nicaragua
1936,Ayenia aliculata,-79.96300000000001,-2.0195,Ecuador
1937,Ayenia pusilla,-110.963669,27.927379,Mexico
1938,Ayenia peninsularis,-110.108248,23.803306,Mexico
1939,Ayenia fasciculata,-88.241667,21.55,Mexico
1940,Ayenia mansfeldiana,-58.93444399999999,-28.458610999999998,Argentina
1941,Ayenia angustifolia,-45.6,-12.05,Brazil
1942,Ayenia angustifolia,-46.233333,-14.0,Brazil
1943,Ayenia mansfeldiana,-58.366389,-29.636667,Argentina
1944,Ayenia mansfeldiana,-56.228056,-28.208056,Argentina
1945,Ayenia mansfeldiana,-58.366389,-29.636667,Argentina
1946,Ayenia mansfeldiana,-56.946389,-28.759444000000002,Argentina
1947,Ayenia mansfeldiana,-55.59305500000001,-27.439444,Argentina
1948,Ayenia odonellii,-57.865278,-29.035,Argentina
1949,Ayenia mansfeldiana,-58.35,-29.633333,Argentina
1950,Ayenia mansfeldiana,-58.933333,-28.45,Argentina
1951,Ayenia filiformis,-111.2337,32.6062,United States of America
1952,Ayenia compacta,-111.1305,32.652221999999995,United States of America
1953,Ayenia mansfeldiana,-56.22806,-28.208059999999996,Argentina
1954,Ayenia mansfeldiana,-58.93444,-28.458609999999997,Argentina
1955,Ayenia mansfeldiana,-58.36639,-29.636670000000002,Argentina
1956,Ayenia filiformis,-112.36667,30.366670000000003,Mexico
1957,Ayenia filiformis,-112.36667,30.366670000000003,Mexico
1958,Ayenia erecta,-41.616665999999995,-7.0,Brazil
1959,Ayenia erecta,-42.633333,-7.0,Brazil
1960,Ayenia tomentosa,-45.21667,-10.36667,Brazil
1961,Ayenia fasciculata,-88.053611,21.025833,Mexico
1962,Ayenia latifolia,-47.42,-7.13,Brazil
1963,Ayenia angustifolia,-47.46962935624467,-7.336617110605593,Brazil
1964,Ayenia compacta,-116.47705,33.09557,United States of America
1965,Ayenia erecta,-38.966667,-12.25,Brazil
1966,Ayenia erecta,-38.966667,-12.25,Brazil
1967,Ayenia tomentosa,-38.97,-12.25,Brazil
1968,Ayenia magna,-88.908333,20.458333,Mexico
1969,Ayenia ardua,-70.98,18.35,Dominican Republic
1970,Ayenia tomentosa,-45.31667,-9.8,Brazil
1971,Ayenia rotundifolia,-99.72444399999999,20.834167,Mexico
1972,Ayenia angustifolia,-41.46667,-13.633329999999999,Brazil
1973,Ayenia angustifolia,-45.8,-12.083333,Brazil
1974,Ayenia micrantha,-85.839167,12.62,Nicaragua
1975,Ayenia fruticosa,-97.525,18.208333,Mexico
1976,Ayenia fruticosa,-97.503889,18.201110999999997,Mexico
1977,Ayenia micrantha,-85.861389,12.593055999999999,Nicaragua
1978,Ayenia tomentosa,-38.25,-12.8,Brazil
1979,Ayenia micrantha,-85.46666,12.116660000000001,Nicaragua
1980,Ayenia dentata,-85.35,12.18333,Nicaragua
1981,Ayenia jaliscana,-106.594444,25.441111,Mexico
1982,Ayenia pusilla,-106.62361100000001,25.423056,Mexico
1983,Ayenia dentata,-85.39,12.203333,Nicaragua
1984,Ayenia jaliscana,-106.62361100000001,25.423056,Mexico
1985,Ayenia berlandieri,-102.28341,19.99018,Mexico
1986,Ayenia micrantha,-85.366667,12.191667,Nicaragua
1987,Ayenia micrantha,-103.675,18.93,Mexico
1988,Ayenia mollis,-98.38194399999999,18.549444,Mexico
1989,Ayenia abutilifolia,-89.125,20.929167,Mexico
1990,Ayenia abutilifolia,-89.46,20.102222,Mexico
1991,Ayenia microphylla,-98.31666700000001,18.704722,Mexico
1992,Ayenia mollis,-98.31666700000001,18.704722,Mexico
1993,Ayenia mollis,-98.378056,18.545833,Mexico
1994,Ayenia jaliscana,-106.6575,25.1525,Mexico
1995,Ayenia micrantha,-86.7,12.23333,Nicaragua
1996,Ayenia dentata,-87.01666,12.366660000000001,Nicaragua
1997,Ayenia abutilifolia,-88.2625,20.714722000000002,Mexico
1998,Ayenia pusilla,-105.34166699999999,23.291667,Mexico
1999,Ayenia purpusii,-99.18283100000001,18.913256,Mexico
2000,Ayenia pusilla,-105.334722,23.289444,Mexico
2001,Ayenia magna,-89.8333,20.5833,Mexico
2002,Ayenia filiformis,-103.81639,29.273609999999998,United States of America
2003,Ayenia compacta,-115.5,31.308329999999998,Mexico
2004,Ayenia compacta,-115.46666699999999,31.316667,Mexico
2005,Ayenia abutilifolia,-88.159722,20.802778,Mexico
2006,Ayenia pusilla,-87.7592270515875,19.91209420835419,Mexico
2007,Ayenia pusilla,-87.75915704963033,19.91197621393794,Mexico
2008,Ayenia tomentosa,-41.581399,-12.486153999999999,Brazil
2009,Ayenia compacta,-115.5,31.308329999999998,Mexico
2010,Ayenia compacta,-115.5,31.308333,Mexico
2011,Ayenia filiformis,-107.18693999999999,24.536939999999998,Mexico
2012,Ayenia latifolia,-46.65,-11.666667,Brazil
2013,Ayenia acuminata,-79.96300000000001,-2.0195,Ecuador
2014,Ayenia latifolia,-46.63333,-11.66667,Brazil
2015,Ayenia angustifolia,-46.833333,-11.55,Brazil
2016,Ayenia dentata,-86.783333,13.466667000000001,Honduras
2017,Ayenia latifolia,-46.63,-11.67,Brazil
2018,Ayenia filiformis,-113.291,33.3848,United States of America
2019,Ayenia fruticosa,-98.30833299999999,22.791667,Mexico
2020,Ayenia mexicana,-92.28,16.18,Mexico
2021,Ayenia ovata,-98.52388312039949,17.593227190874074,Mexico
2022,Ayenia fruticosa,-97.826944,18.363611,Mexico
2023,Ayenia mollis,-97.925278,18.736389000000003,Mexico
2024,Ayenia filiformis,-110.88600000000001,33.1266,United States of America
2025,Ayenia micrantha,-86.26666,11.81666,Nicaragua
2026,Ayenia micrantha,-86.26666,11.78333,Nicaragua
2027,Ayenia magna,-64.7,10.116660000000001,"Venezuela, Bolivarian Republic of"
2028,Ayenia filiformis,-111.09,33.1555,United States of America
2029,Ayenia filiformis,-111.73200000000001,32.6011,United States of America
2030,Ayenia filiformis,-111.09,33.1555,United States of America
2031,Ayenia micrantha,-85.51666,12.15,Nicaragua
2032,Ayenia filiformis,-111.359,31.619,United States of America
2033,Ayenia mollis,-97.94,18.706667000000003,Mexico
2034,Ayenia filiformis,-111.359,31.619,United States of America
2035,Ayenia magna,-89.91,20.56,Mexico
2036,Ayenia micrantha,-86.75,12.277778,Nicaragua
2037,Ayenia dentata,-86.75,12.277778,Nicaragua
2038,Ayenia micrantha,-98.44166700000001,18.568610999999997,Mexico
2039,Ayenia abutilifolia,-88.2625,20.714722000000002,Mexico
2040,Ayenia abutilifolia,-89.9125,20.55,Mexico
2041,Ayenia abutilifolia,-89.08,20.468611,Mexico
2042,Ayenia jaliscana,-104.53,23.343332999999998,Mexico
2043,Ayenia micrantha,-105.041417,19.499417,Mexico
2044,Ayenia jaliscana,-104.493103,23.318436,Mexico
2045,Ayenia jaliscana,-99.241667,26.608333000000002,Mexico
2046,Ayenia pusilla,-104.186111,23.968332999999998,Mexico
2047,Ayenia micrantha,-105.06694399999999,19.588055999999998,Mexico
2048,Ayenia jaliscana,-104.42222199999999,23.408610999999997,Mexico
2049,Ayenia jaliscana,-104.50944399999999,23.219167000000002,Mexico
2050,Ayenia jaliscana,-99.216667,23.583333,Mexico
2051,Ayenia fasciculata,-90.2,20.75,Mexico
2052,Ayenia micrantha,-85.73333000000001,12.43333,Nicaragua
2053,Ayenia dentata,-102.015556,18.783333,Mexico
2054,Ayenia micrantha,-102.015556,18.783333,Mexico
2055,Ayenia fasciculata,-90.213889,20.75,Mexico
2056,Ayenia abutilifolia,-88.849722,20.090278,Mexico
2057,Ayenia ovata,-97.758333,17.741667,Mexico
2058,Ayenia micrantha,-102.029821332365,18.79196369258982,Mexico
2059,Ayenia micrantha,-105.06694399999999,19.588055999999998,Mexico
2060,Ayenia pilosa,-106.48333000000001,31.866670000000003,United States of America
2061,Ayenia micrantha,-86.05,12.616660000000001,Nicaragua
2062,Ayenia micrantha,-85.666667,12.366667,Nicaragua
2063,Ayenia micrantha,-86.06666,12.45,Nicaragua
2064,Ayenia ardua,-70.43,18.4,Dominican Republic
2065,Ayenia filiformis,-106.45611000000001,31.903609999999997,United States of America
2066,Ayenia filiformis,-105.05,19.5,Mexico
2067,Ayenia fasciculata,-88.25,21.45,Mexico
2068,Ayenia abutilifolia,-89.045556,20.089722000000002,Mexico
2069,Ayenia filiformis,-105.75,22.95,Mexico
2070,Ayenia mirandae,-99.6225,17.823056,Mexico
2071,Ayenia micrantha,-87.01666,12.38333,Nicaragua
2072,Ayenia angustifolia,-44.866667,-14.016667000000002,Brazil
2073,Ayenia angustifolia,-44.583333,-13.883332999999999,Brazil
2074,Ayenia angustifolia,-44.866667,-14.016667000000002,Brazil
2075,Ayenia angustifolia,-44.866667,-14.016667000000002,Brazil
2076,Ayenia angustifolia,-44.583333,-13.883332999999999,Brazil
2077,Ayenia angustifolia,-44.583333,-13.883332999999999,Brazil
2078,Ayenia microphylla,-112.54799999999999,32.4545,United States of America
2079,Ayenia filiformis,-112.54799999999999,32.4545,United States of America
2080,Ayenia aliculata,-79.983056,-1.980833,Ecuador
2081,Ayenia micrantha,-86.71666,12.08333,Nicaragua
2082,Ayenia dentata,-86.71666,12.08333,Nicaragua
2083,Ayenia micrantha,-86.35,12.2,Nicaragua
2084,Ayenia fruticosa,-97.55833299999999,18.258333,Mexico
2085,Ayenia fruticosa,-97.544364,18.257823000000002,Mexico
2086,Ayenia dentata,-86.23333000000001,13.01666,Nicaragua
2087,Ayenia filiformis,-111.325,31.619,United States of America
2088,Ayenia micrantha,-92.07,16.14,Mexico
2089,Ayenia dentata,-85.83333,12.4,Nicaragua
2090,Ayenia pusilla,-97.44166700000001,18.408333,Mexico
2091,Ayenia fruticosa,-97.44166700000001,18.408333,Mexico
2092,Ayenia magna,-72.62292,11.10111,Colombia
2093,Ayenia mexicana,-92.98,16.91,Mexico
2094,Ayenia micrantha,-86.5,12.16666,Nicaragua
2095,Ayenia abutilifolia,-89.597778,21.097222,Mexico
2096,Ayenia jaliscana,-104.393333,23.475,Mexico
2097,Ayenia micrantha,-93.281389,16.796389,Mexico
2098,Ayenia pusilla,-93.85,16.56,Mexico
2099,Ayenia micrantha,-86.9,13.133329999999999,Nicaragua
2100,Ayenia dentata,-86.81666,13.2,Nicaragua
2101,Ayenia dentata,-86.85,13.233329999999999,Nicaragua
2102,Ayenia micrantha,-101.0225,18.926945,Mexico
2103,Ayenia micrantha,-105.03333300000001,19.5,Mexico
2104,Ayenia fasciculata,-89.91555600000001,20.492778,Mexico
2105,Ayenia micrantha,-105.041417,19.499417,Mexico
2106,Ayenia micrantha,-105.04329792669054,19.496150960046943,Mexico
2107,Ayenia limitaris,-98.02353600249882,23.554493810976513,Mexico
2108,Ayenia micrantha,-104.63940154432652,19.48170808709115,Mexico
2109,Ayenia pilosa,-98.033333,23.016667,Mexico
2110,Ayenia limitaris,-98.691389,26.237778000000002,Mexico
2111,Ayenia pusilla,-93.840556,16.57,Mexico
2112,Ayenia pusilla,-97.98666700000001,22.937222,Mexico
2113,Ayenia micrantha,-105.06694399999999,19.588055999999998,Mexico
2114,Ayenia filiformis,-110.333,31.5917,United States of America
2115,Ayenia jaliscana,-101.80833299999999,18.961667000000002,Mexico
2116,Ayenia micrantha,-105.041417,19.499417,Mexico
2117,Ayenia purpusii,-99.745675,24.754697,Mexico
2118,Ayenia jaliscana,-101.91708120679097,18.930501485464628,Mexico
2119,Ayenia magna,-75.5,9.5,Colombia
2120,Ayenia erecta,-38.35,-12.933333,Brazil
2121,Ayenia erecta,-38.35,-12.933333,Brazil
2122,Ayenia dentata,-86.37361,12.2875,Nicaragua
2123,Ayenia angustifolia,-41.366667,-13.1,Brazil
2124,Ayenia angustifolia,-41.366667,-13.1,Brazil
2125,Ayenia angustifolia,-41.366667,-13.1,Brazil
2126,Ayenia angustifolia,-41.366667,-13.1,Brazil
2127,Ayenia angustifolia,-41.366659999999996,-13.1,Brazil
2128,Ayenia angustifolia,-41.37,-13.1,Brazil
2129,Ayenia filiformis,-113.37299999999999,33.8329,United States of America
2130,Ayenia angustifolia,-41.366667,-13.1,Brazil
2131,Ayenia angustifolia,-44.716667,-13.483332999999998,Brazil
2132,Ayenia angustifolia,-44.716667,-13.483332999999998,Brazil
2133,Ayenia angustifolia,-44.716667,-13.483332999999998,Brazil
2134,Ayenia jussieui,-80.21666,-3.45,Ecuador
2135,Ayenia angustifolia,-44.72,-13.48,Brazil
2136,Ayenia filiformis,-113.181,34.2669,United States of America
2137,Ayenia compacta,-116.36504,32.97753,United States of America
2138,Ayenia angustifolia,-44.716667,-13.483332999999998,Brazil
2139,Ayenia jussieui,-80.21600000000001,-3.45,Ecuador
2140,Ayenia micrantha,-86.75,12.16666,Nicaragua
2141,Ayenia micrantha,-86.71666,12.25,Nicaragua
2142,Ayenia ovata,-97.05833299999999,18.125,Mexico
2143,Ayenia compacta,-113.08519,34.53597,United States of America
2144,Ayenia compacta,-111.49139,32.45194,United States of America
2145,Ayenia dentata,-85.4,12.05,Nicaragua
2146,Ayenia ovata,-99.583333,17.919722,Mexico
2147,Ayenia noblickii,-41.42348,-12.622805,Brazil
2148,Ayenia noblickii,-41.383333,-12.566667,Brazil
2149,Ayenia noblickii,-41.38,-12.566667,Brazil
2150,Ayenia noblickii,-41.844147,-13.442881,Brazil
2151,Ayenia noblickii,-41.333333,-12.5,Brazil
2152,Ayenia noblickii,-41.383333,-12.566667,Brazil
2153,Ayenia noblickii,-41.383333,-12.566667,Brazil
2154,Ayenia noblickii,-41.383333,-12.566667,Brazil
2155,Ayenia noblickii,-41.38,-12.57,Brazil
2156,Ayenia noblickii,-48.65972,-22.40444,Brazil
2157,Ayenia noblickii,-41.383333,-12.566667,Brazil
2158,Ayenia noblickii,-52.8731,-10.8339,Brazil
2159,Ayenia abutilifolia,-89.91555600000001,20.492778,Mexico
2160,Ayenia noblickii,-41.383333,-12.566667,Brazil
2161,Ayenia fruticosa,-97.69166700000001,18.225,Mexico
2162,Ayenia fruticosa,-97.725,18.375,Mexico
2163,Ayenia noblickii,-41.38,-12.57,Brazil
2164,Ayenia noblickii,-41.38333,-12.56667,Brazil
2165,Ayenia noblickii,-41.383333,-12.566666,Brazil
2166,Ayenia noblickii,-41.383333,-12.566667,Brazil
2167,Ayenia noblickii,-41.383333,-12.566667,Brazil
2168,Ayenia noblickii,-41.38,-12.57,Brazil
2169,Ayenia fasciculata,-87.36,20.37,Mexico
2170,Ayenia fruticosa,-97.75,18.32,Mexico
2171,Ayenia pusilla,-104.645278,22.203056,Mexico
2172,Ayenia magna,-75.8755,4.69953,Colombia
2173,Ayenia magna,-75.875488,4.69953,Colombia
2174,Ayenia pusilla,-96.975,17.791667,Mexico
2175,Ayenia fruticosa,-97.708333,18.375,Mexico
2176,Ayenia fruticosa,-97.708333,18.375,Mexico
2177,Ayenia ovata,-96.991667,17.791667,Mexico
2178,Ayenia pusilla,-104.658333,22.211111,Mexico
2179,Ayenia pusilla,-104.652222,22.216389000000003,Mexico
2180,Ayenia rotundifolia,-96.983611,17.755833,Mexico
2181,Ayenia micrantha,-100.858333,18.891667,Mexico
2182,Ayenia rotundifolia,-96.958333,17.808332999999998,Mexico
2183,Ayenia fruticosa,-97.675,18.391667,Mexico
2184,Ayenia fruticosa,-96.958333,17.808332999999998,Mexico
2185,Ayenia paniculata,-108.770847,27.542709000000002,Mexico
2186,Ayenia filiformis,-108.96667,27.03333,Mexico
2187,Ayenia filiformis,-110.24611000000002,29.468890000000002,Mexico
2188,Ayenia dentata,-86.58333,13.183329999999998,Nicaragua
2189,Ayenia micrantha,-86.58333,13.183329999999998,Nicaragua
2190,Ayenia dentata,-86.61666,13.183329999999998,Nicaragua
2191,Ayenia dentata,-86.616667,13.166667000000002,Nicaragua
2192,Ayenia dentata,-86.616667,13.166667000000002,Nicaragua
2193,Ayenia dentata,-86.61666,13.15,Nicaragua
2194,Ayenia dentata,-86.6,13.2,Nicaragua
2195,Ayenia micrantha,-86.26666,12.76666,Nicaragua
2196,Ayenia micrantha,-85.75,12.41666,Nicaragua
2197,Ayenia micrantha,-86.483333,13.2,Nicaragua
2198,Ayenia dentata,-86.58333,13.16666,Nicaragua
2199,Ayenia micrantha,-86.71666,12.23333,Nicaragua
2200,Ayenia micrantha,-86.73333000000001,12.26666,Nicaragua
2201,Ayenia micrantha,-86.73333000000001,12.26666,Nicaragua
2202,Ayenia dentata,-86.3,12.5,Nicaragua
2203,Ayenia abutilifolia,-87.575,20.348056,Mexico
2204,Ayenia berlandieri,-99.572778,17.916110999999997,Mexico
2205,Ayenia filiformis,-105.53333300000001,28.916666999999997,Mexico
2206,Ayenia pilosa,-100.783333,25.433332999999998,Mexico
2207,Ayenia micrantha,-105.06694399999999,19.588055999999998,Mexico
2208,Ayenia micrantha,-103.233333,18.263333,Mexico
2209,Ayenia micrantha,-105.04416699999999,19.498333,Mexico
2210,Ayenia dentata,-86.55,12.0,Nicaragua
2211,Ayenia micrantha,-86.66666,12.16666,Nicaragua
2212,Ayenia micrantha,-86.73333000000001,12.26666,Nicaragua
2213,Ayenia dentata,-86.05,12.31666,Nicaragua
2214,Ayenia dentata,-86.15,12.38333,Nicaragua
2215,Ayenia micrantha,-86.08333,12.366660000000001,Nicaragua
2216,Ayenia abutilifolia,-89.91555600000001,20.492778,Mexico
2217,Ayenia abutilifolia,-89.91555600000001,20.492778,Mexico
2218,Ayenia abutilifolia,-89.91555600000001,20.492778,Mexico
2219,Ayenia pilosa,-105.316667,30.833333000000003,United States of America
2220,Ayenia ovata,-99.158333,18.858333,Mexico
2221,Ayenia insulicola,-70.72,18.42,Dominican Republic
2222,Ayenia magna,-72.49229,11.23577,Colombia
2223,Ayenia micrantha,-86.05,12.41666,Nicaragua
2224,Ayenia micrantha,-86.7,12.05,Nicaragua
2225,Ayenia abutilifolia,-89.769722,20.696667,Mexico
2226,Ayenia abutilifolia,-89.597778,21.090278,Mexico
2227,Ayenia fasciculata,-88.943056,20.513889000000002,Mexico
2228,Ayenia abutilifolia,-90.230556,19.595833,Mexico
2229,Ayenia magna,-96.491667,19.491667,Mexico
2230,Ayenia pusilla,-88.916667,20.492778,Mexico
2231,Ayenia purpusii,-96.483333,19.326944,Mexico
2232,Ayenia pusilla,-90.758333,19.341667,Mexico
2233,Ayenia magna,-72.4603,11.2047,Colombia
2234,Ayenia magna,-72.66223000000001,11.10908,Colombia
2235,Ayenia noblickii,-41.383333,-12.566667,Brazil
2236,Ayenia micrantha,-86.06666,12.58333,Nicaragua
2237,Ayenia insulicola,-66.9,17.933332999999998,Puerto Rico
2238,Ayenia micrantha,-86.11666,12.38333,Nicaragua
2239,Ayenia dentata,-86.13333,12.38333,Nicaragua
2240,Ayenia angustifolia,-47.516667,-14.116667000000001,Brazil
2241,Ayenia tomentosa,-38.5,-12.966667,Brazil
2242,Ayenia odonellii,-61.416667000000004,-21.433332999999998,Paraguay
2243,Ayenia schumanniana,-66.8,-17.666667,"Bolivia, Plurinational State of"
2244,Ayenia odonellii,-61.416667000000004,-21.433332999999998,Paraguay
2245,Ayenia angustifolia,-44.99,-12.15,Brazil
2246,Ayenia filiformis,-111.833,33.9051,United States of America
2247,Ayenia pusilla,-113.88444399999999,32.378333000000005,United States of America
2248,Ayenia filiformis,-113.816,32.2224,United States of America
2249,Ayenia pusilla,-37.1,-5.233333,Brazil
2250,Ayenia pusilla,-37.1,-5.233333,Brazil
2251,Ayenia pusilla,-37.1,-5.233333,Brazil
2252,Ayenia filiformis,-113.198,34.3538,United States of America
2253,Ayenia fruticosa,-97.453611,18.486389000000003,Mexico
2254,Ayenia pusilla,-96.958333,17.608333,Mexico
2255,Ayenia fruticosa,-97.408333,18.475,Mexico
