,species,decimalLongitude,decimalLatitude,country
833,Ayenia pusilla,-96.438056,19.543332999999997,Mexico
834,Ayenia purpusii,-96.438056,19.543332999999997,Mexico
835,Ayenia purpusii,-96.438056,19.543332999999997,Mexico
836,Ayenia purpusii,-96.438056,19.543332999999997,Mexico
837,Ayenia cordobensis,-63.23,-18.63,"Bolivia, Plurinational State of"
838,Ayenia tomentosa,-63.0083,-17.7,"Bolivia, Plurinational State of"
839,Ayenia insulicola,-75.02,18.4,United States Minor Outlying Islands
840,Ayenia filiformis,-110.2013,32.9251,United States of America
841,Ayenia palmeri,-95.872778,15.872222,Mexico
842,Ayenia palmeri,-95.856944,15.914167,Mexico
843,Ayenia pusilla,-75.02,18.4,United States Minor Outlying Islands
844,Ayenia filiformis,-110.20100000000001,32.9251,United States of America
845,Ayenia jaliscana,-99.016522,18.413061,Mexico
846,Ayenia ovata,-99.458333,17.758333,Mexico
847,Ayenia micrantha,-103.20944399999999,21.353333,Mexico
848,Ayenia pusilla,-75.02,18.4,United States Minor Outlying Islands
849,Ayenia micrantha,-89.93333,13.81666,El Salvador
850,Ayenia micrantha,-89.93333,13.816670000000002,El Salvador
851,Ayenia purpusii,-96.4975,19.521667,Mexico
852,Ayenia purpusii,-96.41888900000001,19.541389000000002,Mexico
853,Ayenia palmeri,-95.973333,15.816944,Mexico
854,Ayenia pusilla,-96.690833,19.250833,Mexico
855,Ayenia pusilla,-96.690833,19.250833,Mexico
856,Ayenia pusilla,-96.4975,19.521667,Mexico
857,Ayenia pusilla,-96.690833,19.250833,Mexico
858,Ayenia pusilla,-96.690833,19.250833,Mexico
859,Ayenia purpusii,-96.41888900000001,19.541389000000002,Mexico
860,Ayenia purpusii,-96.41888900000001,19.541389000000002,Mexico
861,Ayenia purpusii,-96.4975,19.521667,Mexico
862,Ayenia rotundifolia,-99.69805500000001,20.926389,Mexico
863,Ayenia micrantha,-105.0770758727475,19.53784287405275,Mexico
864,Ayenia filiformis,-107.83333300000001,25.0125,Mexico
865,Ayenia jaliscana,-107.83333300000001,25.0125,Mexico
866,Ayenia palmeri,-109.27972199999999,28.316667,Mexico
867,Ayenia palmeri,-109.258889,28.453889,Mexico
868,Ayenia palmeri,-95.977222,15.8425,Mexico
869,Ayenia palmeri,-95.973333,15.816944,Mexico
870,Ayenia insulicola,-112.4425,26.879440000000002,Mexico
871,Ayenia tomentosa,-55.478880000000004,-23.99416,Paraguay
872,Ayenia dentata,-89.06666,13.983329999999999,El Salvador
873,Ayenia micrantha,-89.06667,13.983329999999999,El Salvador
874,Ayenia purpusii,-96.579167,19.245556,Mexico
875,Ayenia purpusii,-96.579167,19.245556,Mexico
876,Ayenia berlandieri,-99.951667,17.775,Mexico
877,Ayenia filiformis,-110.025,23.508333,Mexico
878,Ayenia glabra,-107.89583300000001,25.166667,Mexico
879,Ayenia glabra,-107.89583300000001,25.166667,Mexico
880,Ayenia glabra,-105.777778,22.828056,Mexico
881,Ayenia filiformis,-107.530556,25.659722,Mexico
882,Ayenia berlandieri,-99.951667,17.775,Mexico
883,Ayenia peninsularis,-110.02417,23.50556,Mexico
884,Ayenia micrantha,-85.372731,10.164150999999999,Costa Rica
885,Ayenia micrantha,-85.372731,10.164150999999999,Costa Rica
886,Ayenia micrantha,-85.372731,10.164150999999999,Costa Rica
887,Ayenia micrantha,-85.372731,10.164150999999999,Costa Rica
888,Ayenia micrantha,-85.372731,10.164150999999999,Costa Rica
889,Ayenia micrantha,-85.3725,10.16388,Costa Rica
890,Ayenia ardua,-89.55,21.194444,Mexico
891,Ayenia wrightii,-107.53333300000001,25.633333,Mexico
892,Ayenia glabra,-106.4325,23.949722,Mexico
893,Ayenia micrantha,-85.37,10.16,Costa Rica
894,Ayenia eliae,-61.960269999999994,-20.684160000000002,Paraguay
895,Ayenia mansfeldiana,-58.05,-28.75,Argentina
896,Ayenia lingulata,-67.38333,-16.53333,"Bolivia, Plurinational State of"
897,Ayenia ardua,-89.318056,21.269444,Mexico
898,Ayenia abutilifolia,-89.416667,21.1875,Mexico
899,Ayenia magna,-89.416667,21.1875,Mexico
900,Ayenia tomentosa,-46.006944,-14.167778,Brazil
901,Ayenia tomentosa,-44.63,-13.34,Brazil
902,Ayenia angustifolia,-42.5,-14.083332999999998,Brazil
903,Ayenia erecta,-42.0,-13.0,Brazil
904,Ayenia angustifolia,-41.466667,-12.933333,Brazil
905,Ayenia angustifolia,-41.834722,-13.598056,Brazil
906,Ayenia angustifolia,-41.374444,-13.006667,Brazil
907,Ayenia angustifolia,-41.475278,-12.939722,Brazil
908,Ayenia angustifolia,-42.505278000000004,-14.087778,Brazil
909,Ayenia mastatalensis,-84.373611,9.702778,Costa Rica
910,Ayenia mastatalensis,-84.373611,9.702778,Costa Rica
911,Ayenia mastatalensis,-84.373611,9.702778,Costa Rica
912,Ayenia mastatalensis,-84.373611,9.702778,Costa Rica
913,Ayenia mastatalensis,-84.373611,9.702778,Costa Rica
914,Ayenia angustifolia,-41.37,-13.01,Brazil
915,Ayenia fasciculata,-89.534722,21.169444,Mexico
916,Ayenia fasciculata,-89.544722,21.173056,Mexico
917,Ayenia angustifolia,-41.374444,-13.006667,Brazil
918,Ayenia blanchetiana,-41.0,-11.0,Brazil
919,Ayenia angustifolia,-44.166667,-17.75,Brazil
920,Ayenia blanchetiana,-40.996111,-11.620833,Brazil
921,Ayenia angustifolia,-46.083333,-7.5833330000000005,Brazil
922,Ayenia blanchetiana,-40.996111,-11.620833,Brazil
923,Ayenia mastatalensis,-84.395278,9.680556,Costa Rica
924,Ayenia luyensis,-78.33388000000001,-6.1175,Peru
925,Ayenia angustifolia,-46.013889,-7.5833330000000005,Brazil
926,Ayenia fasciculata,-89.161111,21.305556,Mexico
927,Ayenia fasciculata,-89.176389,21.298610999999998,Mexico
928,Ayenia compacta,-111.04166699999999,24.658333,Mexico
929,Ayenia compacta,-111.01666999999999,25.65,Mexico
930,Ayenia angustifolia,-51.947778,-13.3875,Brazil
931,Ayenia angustifolia,-45.973333000000004,-13.733332999999998,Brazil
932,Ayenia erecta,-37.16667,-8.61667,Brazil
933,Ayenia filiformis,-111.096,33.2939,United States of America
934,Ayenia tomentosa,-56.211380000000005,-23.796110000000002,Paraguay
935,Ayenia pusilla,-80.0836,-3.875,Ecuador
936,Ayenia ovata,-98.190278,18.791667,Mexico
937,Ayenia euphrasiifolia,-80.3962,25.5995,United States of America
938,Ayenia microphylla,-108.49839899999999,31.915127000000002,United States of America
939,Ayenia filiformis,-111.60666699999999,28.881110999999997,Mexico
940,Ayenia filiformis,-106.0,23.31639,Mexico
941,Ayenia microphylla,-108.5,31.91667,United States of America
942,Ayenia abutilifolia,-90.000833,20.583056,Mexico
943,Ayenia jaliscana,-109.809722,28.958889000000003,Mexico
944,Ayenia filiformis,-109.902778,29.305556,Mexico
945,Ayenia filiformis,-109.809722,28.958889000000003,Mexico
946,Ayenia mexicana,-109.271111,28.452778000000002,Mexico
947,Ayenia limitaris,-100.341667,20.525,Mexico
948,Ayenia compacta,-111.20833300000001,25.908333,Mexico
949,Ayenia jaliscana,-112.40833300000001,24.908333,Mexico
950,Ayenia jaliscana,-109.24166699999999,28.408333000000002,Mexico
951,Ayenia jaliscana,-110.558333,27.908333000000002,Mexico
952,Ayenia micrantha,-105.04301994028224,19.50115072539563,Mexico
953,Ayenia micrantha,-105.00218512943415,19.533926328213013,Mexico
954,Ayenia micrantha,-105.04163094826193,19.511150259166342,Mexico
955,Ayenia micrantha,-105.03246370568381,19.503372658661412,Mexico
956,Ayenia micrantha,-105.04135288293665,19.496427953988892,Mexico
957,Ayenia micrantha,-105.02107455523407,19.53142637796982,Mexico
958,Ayenia micrantha,-104.99551900119732,19.540315051353666,Mexico
959,Ayenia micrantha,-105.0388527863916,19.48670642124822,Mexico
960,Ayenia micrantha,-105.02551936455211,19.45809681833714,Mexico
961,Ayenia micrantha,-105.02801940335743,19.453375032098187,Mexico
962,Ayenia micrantha,-105.02107455523407,19.53142637796982,Mexico
963,Ayenia micrantha,-105.03190850968453,19.45754082160715,Mexico
964,Ayenia micrantha,-105.01190801625172,19.44948627342875,Mexico
965,Ayenia micrantha,-105.04496396733722,19.496705927894176,Mexico
966,Ayenia micrantha,-105.03190850968453,19.45754082160715,Mexico
967,Ayenia micrantha,-105.02274157701349,19.527260568179358,Mexico
968,Ayenia filiformis,-109.26166699999999,28.351667,Mexico
969,Ayenia mexicana,-109.271111,28.452778000000002,Mexico
970,Ayenia mexicana,-109.356889,28.479035999999997,Mexico
971,Ayenia jaliscana,-112.4,26.9,Mexico
972,Ayenia jaliscana,-112.4,26.9,Mexico
973,Ayenia micrantha,-105.02242,19.52658,Mexico
974,Ayenia micrantha,-105.02083,19.530920000000002,Mexico
975,Ayenia micrantha,-105.00192,19.53342,Mexico
976,Ayenia micrantha,-104.99533000000001,19.53983,Mexico
977,Ayenia jaliscana,-112.4,26.9,Mexico
978,Ayenia mexicana,-109.27111000000001,28.452779999999997,Mexico
979,Ayenia filiformis,-108.475,31.873,United States of America
980,Ayenia filiformis,-107.578101,32.061009000000006,United States of America
981,Ayenia purpusii,-103.842558,19.570375,Mexico
982,Ayenia wrightii,-109.01055600000001,25.571944000000002,Mexico
983,Ayenia filiformis,-113.00833300000001,27.591666999999998,Mexico
984,Ayenia compacta,-113.00833300000001,27.591666999999998,Mexico
985,Ayenia compacta,-113.00833300000001,27.591666999999998,Mexico
986,Ayenia compacta,-113.09166699999999,27.558333,Mexico
987,Ayenia pusilla,-113.025,27.591666999999998,Mexico
988,Ayenia pusilla,-112.391667,26.991667,Mexico
989,Ayenia jaliscana,-112.425,27.008333,Mexico
990,Ayenia jaliscana,-112.391667,26.941667,Mexico
991,Ayenia jaliscana,-112.40833300000001,27.008333,Mexico
992,Ayenia jaliscana,-113.025,27.591666999999998,Mexico
993,Ayenia jaliscana,-112.391667,27.008333,Mexico
994,Ayenia micrantha,-105.04385298950938,19.50865036896691,Mexico
995,Ayenia micrantha,-105.04135288293665,19.496427953988892,Mexico
996,Ayenia micrantha,-105.04385298950938,19.50865036896691,Mexico
997,Ayenia micrantha,-105.0474640416723,19.500872722505747,Mexico
998,Ayenia glabra,-93.108333,16.758333,Mexico
999,Ayenia jaliscana,-113.0247,27.59778,Mexico
1000,Ayenia jaliscana,-113.02472,27.59778,Mexico
1001,Ayenia micrantha,-105.04117,19.49575,Mexico
1002,Ayenia insulicola,-112.43,27.00361,Mexico
1003,Ayenia jaliscana,-112.43,27.00361,Mexico
1004,Ayenia insulicola,-113.02,27.598609999999997,Mexico
1005,Ayenia jaliscana,-113.02472,27.59778,Mexico
1006,Ayenia insulicola,-112.38333,26.98694,Mexico
1007,Ayenia insulicola,-113.0,27.58333,Mexico
1008,Ayenia jaliscana,-112.38333,27.0,Mexico
1009,Ayenia jaliscana,-112.38333,26.933329999999998,Mexico
1010,Ayenia dentata,-85.350001,10.35,Costa Rica
1011,Ayenia dentata,-85.350001,10.35,Costa Rica
1012,Ayenia dentata,-85.350001,10.35,Costa Rica
1013,Ayenia dentata,-85.35,10.35,Costa Rica
1014,Ayenia purpusii,-90.19444399999999,20.100556,Mexico
1015,Ayenia pusilla,-96.793611,19.5575,Mexico
1016,Ayenia micrantha,-104.9896849043886,19.549759627681347,Mexico
1017,Ayenia micrantha,-105.01413039057975,19.530315455285283,Mexico
1018,Ayenia micrantha,-104.97579613788605,19.43809794036473,Mexico
1019,Ayenia micrantha,-104.99107392420548,19.54670376654744,Mexico
1020,Ayenia glabra,-93.77555500000001,16.716389000000003,Mexico
1021,Ayenia micrantha,-104.98943999999999,19.54917,Mexico
1022,Ayenia jaliscana,-104.97806000000001,19.42944,Mexico
1023,Ayenia micrantha,-105.01388999999999,19.52972,Mexico
1024,Ayenia dentata,-85.593611,10.173055999999999,Costa Rica
1025,Ayenia blanchetiana,-41.81146835391249,-13.582879880292008,Brazil
1026,Ayenia tomentosa,-63.02,-17.6917,"Bolivia, Plurinational State of"
1027,Ayenia mastatalensis,-84.395278,9.680556,Costa Rica
1028,Ayenia jussieui,-78.78333,-5.4,Peru
1029,Ayenia schumanniana,-66.115,-17.413056,"Bolivia, Plurinational State of"
1030,Ayenia fasciculata,-89.318056,21.269445,Mexico
1031,Ayenia insulicola,-66.21388,18.0,Puerto Rico
1032,Ayenia fasciculata,-89.318056,21.269444,Mexico
1033,Ayenia angustifolia,-44.73086450159692,-17.602063267399352,Brazil
1034,Ayenia tomentosa,-44.73086450159692,-17.602063267399352,Brazil
1035,Ayenia tomentosa,-51.043110999999996,-22.414694,Brazil
1036,Ayenia tomentosa,-51.0392,-22.408817000000003,Brazil
1037,Ayenia tomentosa,-67.48,-16.45,"Bolivia, Plurinational State of"
1038,Ayenia angustifolia,-48.45,-14.4961,Brazil
1039,Ayenia saligna,-75.044639,7.318361,Colombia
1040,Ayenia saligna,-75.044639,7.318361,Colombia
1041,Ayenia angustifolia,-48.45,-14.4961,Brazil
1042,Ayenia angustifolia,-48.45,-14.496110999999999,Brazil
1043,Ayenia angustifolia,-48.3983,-14.3367,Brazil
1044,Ayenia filiformis,-109.66611100000001,28.573333,Mexico
1045,Ayenia tomentosa,-57.65,-19.016667,Brazil
1046,Ayenia tomentosa,-56.043333,-22.619444,Paraguay
1047,Ayenia dentata,-85.30555600000001,10.55,Costa Rica
1048,Ayenia dentata,-85.30555600000001,10.55,Costa Rica
1049,Ayenia micrantha,-85.30555600000001,10.55,Costa Rica
1050,Ayenia micrantha,-95.0213867400113,16.667429168107756,Mexico
1051,Ayenia microphylla,-95.021389,16.666667,Mexico
1052,Ayenia erecta,-38.333333,-8.016666,Brazil
1053,Ayenia erecta,-38.333333,-8.016667,Brazil
1054,Ayenia filiformis,-110.95833300000001,29.025,Mexico
1055,Ayenia compacta,-110.80555600000001,30.702778000000002,Mexico
1056,Ayenia purpusii,-104.011944,19.943333,Mexico
1057,Ayenia abutilifolia,-104.0075,19.674167,Mexico
1058,Ayenia abutilifolia,-104.0075,19.674167,Mexico
1059,Ayenia filiformis,-108.597222,28.111944,Mexico
1060,Ayenia jaliscana,-103.171667,21.211667000000002,Mexico
1061,Ayenia hirta,-40.133333,-11.65,Brazil
1062,Ayenia micrantha,-89.166667,14.316667,El Salvador
1063,Ayenia fasciculata,-89.31666700000001,21.259722,Mexico
1064,Ayenia fasciculata,-89.520833,21.276389,Mexico
1065,Ayenia palmeri,-110.924444,29.205556,Mexico
1066,Ayenia pusilla,-110.924444,29.205556,Mexico
1067,Ayenia compacta,-110.36916699999999,24.530832999999998,Mexico
1068,Ayenia rotundifolia,-99.696667,20.926667000000002,Mexico
1069,Ayenia rotundifolia,-99.677222,20.938333,Mexico
1070,Ayenia compacta,-110.675,24.975,Mexico
1071,Ayenia compacta,-111.025,25.458333,Mexico
1072,Ayenia compacta,-112.00833300000001,26.908333000000002,Mexico
1073,Ayenia compacta,-109.925,24.308332999999998,Mexico
1074,Ayenia compacta,-111.24166699999999,25.841667,Mexico
1075,Ayenia compacta,-111.233333,25.833333,Mexico
1076,Ayenia rotundifolia,-99.69818330543295,20.926936223242517,Mexico
1077,Ayenia filiformis,-109.55,28.566667,Mexico
1078,Ayenia rotundifolia,-99.696667,20.925,Mexico
1079,Ayenia jaliscana,-103.171667,21.211667000000002,Mexico
1080,Ayenia compacta,-112.0125,26.90417,Mexico
1081,Ayenia compacta,-111.02778,25.45417,Mexico
1082,Ayenia compacta,-112.0125,26.90417,Mexico
1083,Ayenia compacta,-111.01666999999999,25.45,Mexico
1084,Ayenia microphylla,-104.946389,27.572778000000003,Mexico
1085,Ayenia filiformis,-104.946389,27.572778000000003,Mexico
1086,Ayenia fasciculata,-90.352778,20.848333,Mexico
1087,Ayenia wrightii,-103.708333,19.141667,Mexico
1088,Ayenia jaliscana,-103.708333,19.141667,Mexico
1089,Ayenia rotundifolia,-99.893333,20.954444,Mexico
1090,Ayenia compacta,-110.558333,24.875,Mexico
1091,Ayenia odonellii,-61.55,-33.8,Argentina
1092,Ayenia mansfeldiana,-55.7933,-32.8667,Uruguay
1093,Ayenia mansfeldiana,-55.7933,-32.8667,Uruguay
1094,Ayenia tomentosa,-59.579440000000005,-18.31944,"Bolivia, Plurinational State of"
1095,Ayenia eliae,-61.840830000000004,-20.905829999999998,Paraguay
1096,Ayenia odonellii,-61.665,-21.19888,Paraguay
1097,Ayenia pusilla,-107.406667,25.095,Mexico
1098,Ayenia jaliscana,-111.049444,28.015278000000002,Mexico
1099,Ayenia jaliscana,-109.295,26.781670000000002,Mexico
1100,Ayenia filiformis,-109.2625,26.59167,Mexico
1101,Ayenia glabra,-111.04943999999999,28.015279999999997,Mexico
1102,Ayenia krapovickasii,-61.866659999999996,-16.58333,"Bolivia, Plurinational State of"
1103,Ayenia tomentosa,-59.447219999999994,-18.48611,"Bolivia, Plurinational State of"
1104,Ayenia insulicola,-67.21194399999999,17.996944,Puerto Rico
1105,Ayenia glabra,-111.19388899999998,28.06,Mexico
1106,Ayenia ovata,-99.58555600000001,17.615833,Mexico
1107,Ayenia fruticosa,-99.7575,17.851111,Mexico
1108,Ayenia compacta,-111.525,25.941667000000002,Mexico
1109,Ayenia jaliscana,-111.16831674288723,28.05769716665118,Mexico
1110,Ayenia angustifolia,-47.433333000000005,-14.116666,Brazil
1111,Ayenia angustifolia,-47.433333000000005,-14.116667000000001,Brazil
1112,Ayenia fasciculata,-90.184722,20.844444,Mexico
1113,Ayenia magna,-101.546667,17.538056,Mexico
1114,Ayenia fruticosa,-99.58444399999999,17.614444,Mexico
1115,Ayenia compacta,-116.39321000000001,33.028220000000005,United States of America
1116,Ayenia krapovickasii,-62.433330000000005,-16.56666,"Bolivia, Plurinational State of"
1117,Ayenia schumanniana,-66.133333,-17.366667,"Bolivia, Plurinational State of"
1118,Ayenia schumanniana,-66.11444,-17.35916,"Bolivia, Plurinational State of"
1119,Ayenia eliae,-63.1,-18.816667000000002,"Bolivia, Plurinational State of"
1120,Ayenia micrantha,-89.39944399999999,14.545556,Guatemala
1121,Ayenia tomentosa,-59.416667000000004,2.983333,Guyana
1122,Ayenia tomentosa,-59.42,2.98,Guyana
1123,Ayenia tomentosa,-59.42,2.83,Guyana
1124,Ayenia tomentosa,-59.416667000000004,2.983333,Guyana
1125,Ayenia tomentosa,-59.416667000000004,2.983333,Guyana
1126,Ayenia tomentosa,-59.25,2.16667,Guyana
1127,Ayenia tomentosa,-59.42,2.98,Guyana
1128,Ayenia angustifolia,-41.833333,-13.033333,Brazil
1129,Ayenia angustifolia,-41.833333,-13.333332999999998,Brazil
1130,Ayenia micrantha,-85.593611,10.173055999999999,Costa Rica
1131,Ayenia micrantha,-85.593611,10.173055999999999,Costa Rica
1132,Ayenia glabra,-95.00721999999999,16.664720000000003,Mexico
1133,Ayenia jaliscana,-99.124167,18.439444,Mexico
1134,Ayenia dentata,-89.93333,13.816670000000002,El Salvador
1135,Ayenia jaliscana,-98.983611,18.465278,Mexico
1136,Ayenia jaliscana,-99.124167,18.439444,Mexico
1137,Ayenia magna,-99.11169699999999,21.17302,Mexico
1138,Ayenia limitaris,-100.46194399999999,20.507167000000003,Mexico
1139,Ayenia glabra,-95.00721939970992,16.66548430139015,Mexico
1140,Ayenia glabra,-95.007222,16.664722,Mexico
1141,Ayenia jaliscana,-103.085,21.497222,Mexico
1142,Ayenia filiformis,-109.089,31.3294,United States of America
1143,Ayenia dentata,-89.93,13.82,El Salvador
1144,Ayenia compacta,-113.05,27.633329999999997,Mexico
1145,Ayenia micrantha,-85.59,10.17,Costa Rica
1146,Ayenia microphylla,-102.69166700000001,25.175,Mexico
1147,Ayenia ardua,-89.638056,21.028333,Mexico
1148,Ayenia fasciculata,-89.69444399999999,21.058332999999998,Mexico
1149,Ayenia compacta,-113.0667,27.633329999999997,Mexico
1150,Ayenia compacta,-113.05,27.633329999999997,Mexico
1151,Ayenia wrightii,-104.293611,19.845833,Mexico
1152,Ayenia mexicana,-104.293611,19.845833,Mexico
1153,Ayenia filiformis,-110.97916699999999,28.541666999999997,Mexico
1154,Ayenia palmeri,-109.1625,27.112778000000002,Mexico
1155,Ayenia palmeri,-110.97916699999999,28.541666999999997,Mexico
1156,Ayenia microphylla,-102.68333299999999,25.166667,Mexico
1157,Ayenia filiformis,-109.339722,28.466944,Mexico
1158,Ayenia compacta,-113.0667,27.633329999999997,Mexico
1159,Ayenia palmeri,-109.1625,27.112779999999997,Mexico
1160,Ayenia palmeri,-110.97917,28.54167,Mexico
1161,Ayenia compacta,-115.44167,31.30278,Mexico
1162,Ayenia compacta,-113.03333,27.633329999999997,Mexico
1163,Ayenia compacta,-113.03333,27.633329999999997,Mexico
1164,Ayenia odonellii,-57.254721999999994,-21.936389000000002,Brazil
1165,Ayenia tomentosa,-55.41666,-24.91666,Paraguay
1166,Ayenia insulicola,-66.9083,18.0,Puerto Rico
1167,Ayenia abutilifolia,-89.18333299999999,21.247222,Mexico
1168,Ayenia micrantha,-89.53056,14.041670000000002,El Salvador
1169,Ayenia filiformis,-108.92577800000001,26.962721999999996,Mexico
1170,Ayenia palmeri,-108.94583300000001,27.038889,Mexico
1171,Ayenia jaliscana,-103.171667,21.211667000000002,Mexico
1172,Ayenia insulicola,-66.908333,18.0,Puerto Rico
1173,Ayenia stipularis,-74.29091600000001,5.558676,Colombia
1174,Ayenia fasciculata,-89.333333,21.295833,Mexico
1175,Ayenia abutilifolia,-90.315556,19.581389,Mexico
1176,Ayenia wrightii,-101.83166700000001,17.924167,Mexico
1177,Ayenia wrightii,-101.803333,17.981667,Mexico
1178,Ayenia odonellii,-61.5,-21.36666,Paraguay
1179,Ayenia angustifolia,-41.923333,-13.071944,Brazil
1180,Ayenia tomentosa,-62.84166,-17.63888,"Bolivia, Plurinational State of"
1181,Ayenia krapovickasii,-56.5,-22.11666,Paraguay
1182,Ayenia klugii,-77.5,-1.5166600000000001,Ecuador
1183,Ayenia blanchetiana,-42.524167,-14.260278,Brazil
1184,Ayenia angustifolia,-44.182221999999996,-17.752778,Brazil
1185,Ayenia blanchetiana,-42.774167,-15.384167000000001,Brazil
1186,Ayenia blanchetiana,-42.375556,-15.057777999999999,Brazil
1187,Ayenia tomentosa,-57.433330000000005,-22.76666,Paraguay
1188,Ayenia spinulosa,-57.433330000000005,-22.76666,Paraguay
1189,Ayenia tomentosa,-57.55,-22.6,Paraguay
1190,Ayenia pusilla,-107.0375,24.341667,Mexico
1191,Ayenia tomentosa,-41.81146835391249,-13.582879880292008,Brazil
1192,Ayenia tomentosa,-41.81146835391249,-13.582879880292008,Brazil
1193,Ayenia tomentosa,-41.81146835391249,-13.582879880292008,Brazil
1194,Ayenia angustifolia,-44.18639,-17.75153,Brazil
1195,Ayenia compacta,-113.0167,27.6,Mexico
1196,Ayenia microphylla,-111.476,32.3594,United States of America
1197,Ayenia pusilla,-107.45,24.316667000000002,Mexico
1198,Ayenia angustifolia,-41.866667,-13.25,Brazil
1199,Ayenia angustifolia,-41.866667,-13.25,Brazil
1200,Ayenia eliae,-59.66666,-22.46666,Paraguay
1201,Ayenia eliae,-59.666667000000004,-22.466667,Paraguay
1202,Ayenia tomentosa,-57.42527,-22.797220000000003,Paraguay
1203,Ayenia tomentosa,-57.65,-19.016667,Brazil
1204,Ayenia angustifolia,-41.85,-13.316667,Brazil
1205,Ayenia angustifolia,-41.85,-13.316667,Brazil
1206,Ayenia tomentosa,-57.36026999999999,-22.98,Paraguay
1207,Ayenia ovata,-97.4,17.876667,Mexico
1208,Ayenia ovata,-97.345,18.053333,Mexico
1209,Ayenia wrightii,-99.491389,17.725832999999998,Mexico
1210,Ayenia ovata,-97.32141700000001,18.139639000000003,Mexico
1211,Ayenia ovata,-97.321333,18.140082999999997,Mexico
1212,Ayenia angustifolia,-41.85,-13.32,Brazil
1213,Ayenia dentata,-85.405556,10.491667,Costa Rica
1214,Ayenia dentata,-85.730556,10.9,Costa Rica
1215,Ayenia dentata,-85.4,10.49,Costa Rica
1216,Ayenia ovata,-99.5,17.708333,Mexico
